distance,bleu,ter,tri,lcs,includesFurmula,onlyNumbers,includesBraces,hasFormatting,numberOfWords,includesLink,reviewScore,AI_trad_is_good
50,0,-1,-1,80,0,0,0,0,2,0,0.8837209302,0
100,0,1,-4,28.57142857,0,0,0,0,1,0,1,0
66,0,1,-2,50,0,0,0,0,1,0,0.9341085271,0
40,0,1,-4,100,0,0,0,0,1,0,0.8837209302,0
62,0,1,-2,37.5,0,0,0,0,1,0,0.9263565891,0
63,0,0.5,-6,36.84210526,0,0,0,0,2,0,0.9089147287,0
58,0,0.5,-6,41.17647059,0,0,0,0,2,0,0.8992248062,0
20,0,1,-4,88.88888889,0,0,0,0,1,0,0.8449612403,0
65,0.0243902439,0.3170731707,-28.66666667,52.50965251,0,0,0,0,41,0,0.8849026281,1
89,0,0.5,-6,21.05263158,0,0,0,0,2,0,0.9593023256,0
88,0,1,-4,37.5,0,0,0,0,2,0,0.9573643411,1
52,0,0.3333333333,-8,47.82608696,0,0,1,0,3,0,0.8888888889,1
55,0,1,-2,44.44444444,0,0,0,0,1,0,0.9127906977,1
77,0,0.2,-12,22.72727273,0,0,0,0,5,0,0.9244186047,0
57,0,0.5,-6,42.85714286,0,0,0,0,2,0,0.8972868217,0
83,0,0.5,-6,42.85714286,0,0,0,0,2,0,0.9476744186,0
82,0.1839397206,0.5,-6,53.84615385,0,0,0,0,2,0,0.8744419688,0
75,0.04978706837,1,-4,100,0,0,0,0,1,0,0.9322530743,0
90,0.04978706837,1,-2,100,0,0,0,0,1,0,0.9613228417,0
92,0,0.5,-6,11.11111111,0,0,0,0,2,0,0.9651162791,0
2,0.8571428571,0.1428571429,-2,97.05882353,0,0,0,0,7,0,0.4446290144,0
0,1,0,0,100,0,1,0,0,1,0,0.03100775194,1
0,1,0,0,100,0,1,0,0,3,0,0.005167958656,1
5,0.7165313106,0.3333333333,-2,100,0,1,0,0,3,0,0.1247294662,1
0,1,0,0,100,0,1,0,0,3,0,0.005167958656,1
0,1,0,0,100,0,1,0,0,2,0,0.01162790698,1
0,1,0,0,100,0,1,0,0,5,0,0,1
0,1,0,0,100,0,1,0,0,2,0,0.01162790698,1
26,0.8,0.2,-2,73.68421053,0,1,0,0,5,0,0.1279069767,1
