distance,bleu,ter,tri,lcs,includesFurmula,onlyNumbers,includesBraces,hasFormatting,numberOfWords,includesLink,reviewScore,AI_trad_is_good
30,0,0.3333333333,-8,78.26086957,0,0,0,0,3,0,0.838501292,1
78,0.3032653299,0.5,-6,50,0,0,0,0,2,0,0.8204397946,0
55,0.1428571429,0.1428571429,-16,53.06122449,0,0,0,0,7,0,0.8241971207,0
57,0.1428571429,0.1428571429,-16,53.19148936,0,0,0,0,7,0,0.8280730897,0
62,0.25,0.25,-10,55.55555556,0,0,0,0,4,0,0.8003875969,1
63,0.2222222222,0.1111111111,-16,44.23076923,0,0,0,0,9,0,0.8077088717,1
48,0.125,0.125,-18,61.11111111,0,0,0,0,8,0,0.8168604651,0
64,0.1520522005,0.125,-4,98.30508475,0,0,0,0,8,0,0.837382868,0
68,0.2388437702,0.3333333333,-8,45.45454545,0,0,0,0,3,0,0.8195695981,0
40,0.1111111111,0.1111111111,-20,80.43478261,0,0,0,0,9,0,0.8062015504,0
27,0,0.3333333333,-8,72.22222222,0,0,0,0,3,0,0.8326873385,0
9,0,1,-2,90.90909091,0,0,0,0,1,0,0.8236434109,0
56,0.1428571429,0.1428571429,-14,48,0,0,0,0,7,0,0.8261351052,1
75,0.2084310098,-1,-1,63.82978723,0,0,0,0,8,0,0.8368484458,0
66,0.25,0.125,-18,55.93220339,0,0,0,0,8,0,0.8032945736,1
72,0.2,1,-10,59.25925926,0,0,0,0,5,0,0.8372093023,1
76,0.2476793999,0.1428571429,-16,35.71428571,0,0,0,0,7,0,0.8242660133,1
62,0.1613480349,0.1428571429,-16,67.5,0,0,0,0,7,0,0.8305959998,0
58,0.1448660695,0.1666666667,-14,85.71428571,0,0,0,0,6,0,0.8301552702,0
48,0.1180916382,0.25,-8,80.76923077,0,0,0,0,4,0,0.824383086,1
77,0.2791881675,0.1428571429,-16,40.47619048,0,0,0,0,7,0,0.8139912972,1
70,0.25,0.25,-10,37.5,0,0,0,0,4,0,0.8158914729,1
69,0.2452529608,0.3333333333,-6,70.58823529,0,0,0,0,3,0,0.8190234002,1
61,0.1637461506,0.2,-10,61.76470588,0,0,0,0,5,0,0.8299433525,0
84,0.3333333333,0.3333333333,-8,38.46153846,0,0,0,0,3,0,0.8139534884,0
64,0.2333795517,0.06666666667,-26,56.57894737,0,0,0,0,15,0,0.8035996569,0
64,0.2456192259,0.1,-20,58.73015873,0,0,0,0,10,0,0.8001475869,1
63,0.1428571429,0.1428571429,-14,50,0,0,0,0,7,0,0.8397009967,0
32,0,0.1666666667,-14,68,0,0,0,0,6,0,0.8359173127,1
6,0,1,-2,93.33333333,0,0,0,0,1,0,0.8178294574,1
10,0,1,-4,100,0,0,0,0,1,0,0.8255813953,1
65,0.2388437702,0.3333333333,-8,60,0,0,0,0,3,0,0.8137556446,0
71,0.2,0.2,-12,28.57142857,0,0,0,0,5,0,0.8352713178,0
69,0.2420220523,0.1428571429,-16,68.88888889,0,0,0,0,7,0,0.8128928922,0
57,0.2,0.2,-12,42.10526316,0,0,0,0,5,0,0.8081395349,1
73,0.25,1,-8,47.05882353,0,0,0,0,4,0,0.8217054264,0
77,0.2195246544,0.2,-12,48.88888889,0,0,0,0,5,0,0.8393315293,0
64,0.1637461506,0.2,-10,45,0,0,0,0,5,0,0.835757306,0
72,0.3032653299,0.5,-4,38.46153846,0,0,0,0,2,0,0.8088118877,0
79,0.3333333333,1,-6,45.83333333,0,0,0,0,3,0,0.8042635659,0
71,0.2,0.8,-8,37.14285714,0,0,0,0,5,0,0.8352713178,0
73,0.282160575,0.1666666667,-14,54.05405405,0,0,0,0,6,0,0.8060101131,0
75,0.3032653299,0.5,-6,40,0,0,0,0,2,0,0.8146258411,0
89,0.3333333333,0.1666666667,-14,39.47368421,0,0,0,0,6,0,0.8171834625,0
71,0.3678794412,1,-4,66.66666667,0,0,0,0,1,0,0.8012095189,0
70,0.25,0.25,-10,33.33333333,0,0,0,0,4,0,0.8158914729,1
66,0.2,0.2,-10,37.03703704,0,0,0,0,5,0,0.8255813953,0
85,0.3333333333,1,-6,45,0,0,0,0,3,0,0.8158914729,1
65,0.2388437702,0.3333333333,-6,55.55555556,0,0,0,0,3,0,0.8137556446,0
75,0.25,0.25,-8,59.25925926,0,0,0,0,4,0,0.8255813953,0
57,0.2,0.2,-12,53.57142857,0,0,0,0,5,0,0.8081395349,0
63,0.2,0.2,-12,46.66666667,0,0,0,0,5,0,0.8197674419,0
73,0.25,1,-8,47.05882353,0,0,0,0,4,0,0.8217054264,0
64,0.25,0.25,-8,48,0,0,0,0,4,0,0.8042635659,0
71,0.2361832764,0.25,-8,60.86956522,0,0,0,0,4,0,0.8231847766,0
60,0.2222222222,0.1111111111,-20,41.09589041,0,0,0,0,9,0,0.8018949182,0
61,0.1875,0.0625,-34,46.66666667,0,0,0,0,16,0,0.8154069767,0
58,0.1711390397,0.3333333333,-6,59.09090909,0,0,0,0,3,0,0.8264318968,0
72,0.2388437702,0.1666666667,-12,54.05405405,0,0,0,0,6,0,0.8208615878,0
61,0.2222222222,0.1111111111,-20,50,0,0,0,0,9,0,0.8038329027,0
50,0.1637461506,0.2,-12,67.74193548,0,0,0,0,5,0,0.808625523,0
